time,gFx,gFy,gFz,TgF
49.155054532,-1.6258,1.8721,-1.3646,2.830
49.157526251,-1.5945,1.7812,-1.3148,2.728
49.161618231,-1.5643,1.7099,-1.2561,2.636
49.164845627,-1.5301,1.6444,-1.1819,2.538
49.167320731,-1.4929,1.5965,-1.1086,2.451
49.168097398,-1.4470,1.5594,-1.0314,2.364
49.169639169,-1.3991,1.5399,-0.9386,2.282
49.172292971,-1.3444,1.5311,-0.8330,2.201
49.174616513,-1.2828,1.5408,-0.7285,2.133
49.176819274,-1.2037,1.5623,-0.6034,2.062
49.179449951,-1.1167,1.6024,-0.4793,2.011
49.183534014,-1.0161,1.6571,-0.3366,1.973
49.185650108,-0.8998,1.7265,-0.1803,1.955
49.189051515,-0.7708,1.8027,-0.0327,1.961
49.1906549,-0.6301,1.8946,0.1344,2.001
49.193346099,-0.4786,1.9933,0.2937,2.071
49.229528342,-0.3047,2.0881,0.4383,2.155
49.23074855,-0.1249,2.1946,0.5859,2.275
49.232863707,0.0647,2.2903,0.7178,2.401
49.233578342,0.2523,2.3842,0.8155,2.532
49.234151415,0.4341,2.4721,0.9073,2.669
49.234670634,0.6070,2.5454,0.9748,2.792
49.235657197,0.7673,2.6128,1.0090,2.904
49.23638428,0.9129,2.6685,1.0285,3.002
49.236898134,1.0478,2.7154,1.0197,3.084
49.237431051,1.1640,2.7535,0.9953,3.151
49.238164436,1.2588,2.7838,0.9630,3.203
49.239146311,1.3321,2.8043,0.9083,3.235
49.24016803,1.3908,2.8239,0.8429,3.259
49.24093501,1.4318,2.8356,0.7705,3.269
49.243286572,1.4631,2.8434,0.6904,3.271
49.244945114,1.4777,2.8473,0.6073,3.265
49.24711975,1.4816,2.8532,0.5243,3.257
49.248216417,1.4777,2.8571,0.4373,3.246
49.249180583,1.4631,2.8532,0.3503,3.226
49.250771104,1.4406,2.8473,0.2634,3.202
49.251263344,1.4093,2.8473,0.1833,3.182
49.251681834,1.3683,2.8444,0.1012,3.158
49.252184854,1.3204,2.8425,0.0289,3.134
49.256219751,1.2706,2.8288,-0.0415,3.101
49.257051209,1.2119,2.8210,-0.1128,3.072
49.257788449,1.1416,2.8151,-0.1705,3.043
49.266216731,1.0761,2.8073,-0.2311,3.015
49.267345533,1.0038,2.7887,-0.2780,2.977
49.267691679,0.9207,2.7721,-0.3200,2.938
49.268107512,0.8347,2.7555,-0.3542,2.901
49.268407721,0.7439,2.7320,-0.3864,2.858
49.272257565,0.6540,2.7144,-0.4089,2.822
49.274092982,0.5582,2.6881,-0.4206,2.777
49.276193294,0.4614,2.6734,-0.4216,2.746
49.280595378,0.3637,2.6636,-0.4167,2.720
49.283985274,0.2601,2.6451,-0.3991,2.688
49.284579701,0.1566,2.6333,-0.3777,2.665
49.28879491,0.0452,2.6011,-0.3522,2.625
49.289603764,-0.0672,2.5688,-0.3171,2.589
49.292744338,-0.1776,2.5278,-0.2868,2.550
49.299044338,-0.2861,2.4838,-0.2379,2.512
49.29985788,-0.3858,2.4262,-0.1783,2.463
49.302839547,-0.4737,2.3607,-0.0943,2.410
49.303470485,-0.5490,2.2815,-0.0229,2.347
49.308929756,-0.6144,2.2014,0.0572,2.286
49.309690381,-0.6711,2.1184,0.1315,2.226
49.310015433,-0.7151,2.0285,0.1979,2.160
49.329665435,-0.7512,1.9356,0.2624,2.093
49.330411008,-0.7718,1.8447,0.3093,2.023
49.330659446,-0.7815,1.7568,0.3670,1.957
49.330861946,-0.7766,1.6698,0.4197,1.889
49.331076008,-0.7669,1.5858,0.4696,1.823
49.331280748,-0.7444,1.5096,0.5126,1.759
49.331491164,-0.7200,1.4441,0.5536,1.706
49.331706321,-0.6877,1.3757,0.5819,1.644
49.332206998,-0.6574,1.3132,0.6054,1.588
49.334602102,-0.6213,1.2614,0.6318,1.541
49.336811321,-0.5929,1.2174,0.6543,1.504
49.338888978,-0.5558,1.1793,0.6552,1.459
49.341246113,-0.5275,1.1470,0.6777,1.433
49.343417051,-0.4893,1.1207,0.6914,1.405
49.346591062,-0.4561,1.0982,0.7031,1.381
49.350213041,-0.4180,1.0796,0.7119,1.359
49.353122521,-0.3789,1.0650,0.7197,1.340
49.354070437,-0.3398,1.0562,0.7266,1.326
49.357043407,-0.3017,1.0435,0.7168,1.301
49.359759501,-0.2626,1.0337,0.7139,1.283
49.362607938,-0.2255,1.0220,0.6914,1.254
49.367062626,-0.1923,1.0112,0.6777,1.232
49.36789747,-0.1532,1.0024,0.6503,1.205
49.370190595,-0.1112,0.9966,0.6142,1.176
49.371905127,-0.0760,0.9887,0.5780,1.148
49.374179033,-0.0457,0.9760,0.5370,1.115
49.379590492,-0.0047,0.9536,0.4881,1.071
49.380100128,0.0246,0.9438,0.4559,1.048
49.382355284,0.0559,0.9624,0.4168,1.050
49.384010961,0.0950,0.9956,0.3855,1.072
49.38672393,0.1214,1.0435,0.3533,1.108
49.390680129,0.1605,1.0835,0.2771,1.130
49.393005702,0.1917,1.1246,0.2292,1.164
49.399269609,0.2367,1.1509,0.2057,1.193
49.400072057,0.2768,1.1617,0.1764,1.207
49.400361171,0.2953,1.1607,0.1334,1.205
49.403637786,0.2953,1.1265,0.0679,1.167
49.40412789,0.2865,1.0796,0.0074,1.117
49.406742057,0.2856,1.0259,-0.0503,1.066
49.408807787,0.2826,0.9721,-0.1119,1.019
49.426690184,0.2816,0.9184,-0.1685,0.975
49.427356695,0.2768,0.8705,-0.1979,0.935
49.427607841,0.2689,0.8158,-0.2467,0.894
49.427807684,0.2631,0.7650,-0.2936,0.861
49.428052476,0.2562,0.7229,-0.3249,0.833
49.42826383,0.2543,0.6848,-0.3532,0.811
49.428482789,0.2553,0.6565,-0.3689,0.795
49.429150601,0.2592,0.6330,-0.3679,0.777
49.432386799,0.2572,0.6135,-0.3737,0.763
49.433643206,0.2523,0.5949,-0.3845,0.752
49.435932269,0.2426,0.5842,-0.3913,0.744
49.438316227,0.2406,0.5705,-0.3952,0.735
49.441715915,0.2279,0.5656,-0.4187,0.740
49.442723832,0.2211,0.5617,-0.4382,0.746
49.445752634,0.2201,0.5568,-0.4617,0.756
49.450585343,0.2172,0.5568,-0.4803,0.767
49.451015864,0.2123,0.5568,-0.4969,0.776
49.454874927,0.2123,0.5617,-0.5145,0.791
49.456069875,0.2103,0.5558,-0.5311,0.797
49.4590705,0.2074,0.5539,-0.5418,0.802
49.460672584,0.2005,0.5529,-0.5575,0.810
49.464766907,0.1966,0.5431,-0.5682,0.810
49.467059511,0.2005,0.5441,-0.5790,0.819
49.469007116,0.1957,0.5451,-0.5858,0.824
49.471433105,0.2015,0.5451,-0.5907,0.829
49.474470241,0.2025,0.5480,-0.5936,0.833
49.476869043,0.2054,0.5568,-0.5917,0.838
49.478178835,0.2084,0.5637,-0.5956,0.846
49.483203107,0.2064,0.5617,-0.5887,0.839
49.48481644,0.1966,0.5607,-0.5887,0.836
49.487840607,0.1986,0.5519,-0.5848,0.828
49.489059722,0.1859,0.5412,-0.5780,0.813
49.491629097,0.1722,0.5285,-0.5721,0.798
49.493597483,0.1663,0.5128,-0.5692,0.784
49.496687691,0.1575,0.5021,-0.5594,0.768
49.50033415,0.1566,0.4894,-0.5496,0.752
49.502330609,0.1468,0.4738,-0.5438,0.736
49.502846025,0.1419,0.4620,-0.5291,0.717
49.507072015,0.1351,0.4444,-0.5242,0.700
49.508162744,0.1282,0.4298,-0.5047,0.675
49.515791079,0.1253,0.4151,-0.4959,0.659
49.516800037,0.1214,0.4024,-0.4842,0.641
49.517143995,0.1175,0.3848,-0.4705,0.619
49.527589413,0.1155,0.3731,-0.4558,0.600
49.528128476,0.1185,0.3633,-0.4402,0.583
49.528397851,0.1165,0.3545,-0.4236,0.565
49.528741861,0.1145,0.3438,-0.4031,0.542
49.529013997,0.1175,0.3340,-0.3894,0.526
49.544371811,0.1175,0.3213,-0.3767,0.509
49.545012436,0.1194,0.3155,-0.3542,0.489
49.545222123,0.1175,0.3028,-0.3386,0.469
49.545482696,0.1165,0.2930,-0.3229,0.451
49.545674988,0.1106,0.2813,-0.3122,0.435
49.545873998,0.1116,0.2676,-0.2936,0.413
49.546063009,0.1097,0.2588,-0.2838,0.399
49.549035301,0.1097,0.2480,-0.2721,0.384
49.550454155,0.1087,0.2373,-0.2663,0.373
49.552752332,0.1038,0.2256,-0.2545,0.356
49.556133426,0.1028,0.2168,-0.2389,0.339
49.558693322,0.1009,0.2050,-0.2311,0.325
49.560220771,0.1009,0.1962,-0.2262,0.316
49.563655406,0.0999,0.1904,-0.2125,0.302
49.568421969,0.1018,0.1855,-0.2076,0.296
49.56931624,0.1009,0.1806,-0.2008,0.288
49.571616657,0.0989,0.1747,-0.1988,0.283
49.573894314,0.0989,0.1689,-0.1939,0.276
49.575194991,0.0989,0.1669,-0.1871,0.270
49.578341918,0.0989,0.1650,-0.1783,0.262
49.580838533,0.1067,0.1689,-0.1832,0.271
49.58411119,0.1097,0.1699,-0.1783,0.270
49.585817179,0.1048,0.1699,-0.1744,0.265
49.588871815,0.1106,0.1708,-0.1715,0.266
49.591133847,0.1097,0.1738,-0.1607,0.261
49.593284107,0.1145,0.1777,-0.1588,0.264
49.598465774,0.1155,0.1767,-0.1539,0.261
49.600227129,0.1204,0.1826,-0.1509,0.266
49.602024837,0.1214,0.1835,-0.1480,0.265
49.603593796,0.1233,0.1855,-0.1461,0.266
49.606203744,0.1253,0.1865,-0.1529,0.272
49.607967546,0.1273,0.1923,-0.1392,0.269
49.610696192,0.1282,0.1923,-0.1363,0.268
49.613969161,0.1253,0.1923,-0.1304,0.264
49.616061349,0.1263,0.1933,-0.1285,0.264
49.618609683,0.1302,0.1962,-0.1275,0.268
49.620031401,0.1282,0.2001,-0.1197,0.266
49.623534787,0.1263,0.2041,-0.1216,0.269
49.62569885,0.1302,0.2050,-0.1148,0.269
49.632169996,0.1351,0.2099,-0.1119,0.274
49.633079632,0.1331,0.2197,-0.1021,0.276
49.639248747,0.1331,0.2226,-0.1050,0.280
49.639561664,0.1370,0.2275,-0.0952,0.282
49.639835518,0.1360,0.2402,-0.0874,0.290
49.640458747,0.1400,0.2461,-0.0845,0.295
49.642890518,0.1468,0.2529,-0.0777,0.303
49.662430312,0.1507,0.2607,-0.0689,0.309
49.663394062,0.1527,0.2695,-0.0610,0.316
49.663673437,0.1546,0.2813,-0.0513,0.325
49.6638725,0.1624,0.2930,-0.0493,0.339
49.66407427,0.1702,0.2979,-0.0425,0.346
49.664287291,0.1742,0.3106,-0.0366,0.358
49.664487395,0.1761,0.3155,-0.0259,0.362
49.664681406,0.1820,0.3252,-0.0200,0.373
49.666164114,0.1820,0.3311,-0.0141,0.378
49.670315469,0.1810,0.3399,-0.0063,0.385
49.670694375,0.1790,0.3497,-0.0014,0.393
49.672634948,0.1790,0.3545,0.0054,0.397
49.675170469,0.1820,0.3633,0.0093,0.406
49.678879949,0.1810,0.3692,0.0132,0.411
49.685699012,0.1820,0.3712,0.0279,0.414
49.686141043,0.1800,0.3741,0.0337,0.417
49.68756745,0.1849,0.3809,0.0357,0.425
49.689124533,0.1830,0.3858,0.0494,0.430
49.691332346,0.1839,0.3917,0.0621,0.437
49.693451096,0.1839,0.3985,0.0679,0.444
49.698995993,0.1859,0.4054,0.0826,0.454
49.699702451,0.1878,0.4161,0.0914,0.466
49.70122792,0.1888,0.4298,0.1031,0.481
49.703679222,0.1888,0.4396,0.1070,0.490
49.706270785,0.1957,0.4493,0.1197,0.504
49.707798494,0.1986,0.4669,0.1246,0.522
49.71284615,0.1976,0.4796,0.1344,0.536
49.71359589,0.1957,0.4953,0.1383,0.550
49.715273703,0.1976,0.5060,0.1461,0.563
49.719259484,0.1957,0.5207,0.1510,0.576
49.720071151,0.1820,0.5363,0.1588,0.588
49.723140995,0.1761,0.5568,0.1666,0.607
49.725772089,0.1732,0.5813,0.1735,0.631
49.727870787,0.1722,0.6155,0.1891,0.666
49.73112761,0.1654,0.6487,0.2028,0.699
49.733669902,0.1654,0.6839,0.2262,0.739
49.735568496,0.1615,0.7190,0.2448,0.777
49.739191518,0.1575,0.7483,0.2507,0.805
49.740987507,0.1556,0.7777,0.2585,0.834
49.74261506,0.1468,0.7962,0.2644,0.852
49.74998256,0.1390,0.8226,0.2771,0.879
49.750755998,0.1312,0.8363,0.2829,0.893
49.752060946,0.1224,0.8539,0.2819,0.908
49.754385009,0.1087,0.8637,0.2810,0.915
49.755936832,0.0872,0.8715,0.2810,0.920
49.758358603,0.0657,0.8783,0.2878,0.927
49.76165027,0.0403,0.8832,0.2839,0.929
49.781792407,0.0149,0.8900,0.2829,0.934
49.782564595,-0.0017,0.8998,0.2898,0.945
49.782820376,-0.0223,0.9047,0.2878,0.950
49.78300522,-0.0447,0.9125,0.2810,0.956
49.783181834,-0.0594,0.9184,0.2790,0.962
49.783374126,-0.0799,0.9262,0.2702,0.968
49.783565741,-0.0995,0.9350,0.2653,0.977
49.783781209,-0.1239,0.9506,0.2614,0.994
49.783978657,-0.1464,0.9643,0.2419,1.005
49.785377512,-0.1757,0.9809,0.2380,1.025
49.787830324,-0.2128,0.9966,0.2292,1.044
49.790213398,-0.2529,1.0151,0.2253,1.070
49.793709492,-0.2959,1.0386,0.2106,1.100
49.795386627,-0.3379,1.0620,0.2077,1.134
49.797318294,-0.3750,1.0825,0.1911,1.161
49.802068868,-0.4151,1.1070,0.1852,1.197
49.804200847,-0.4542,1.1285,0.1686,1.228
49.805050482,-0.4942,1.1539,0.1559,1.265
49.80769866,-0.5343,1.1842,0.1422,1.307
49.810941733,-0.5724,1.2096,0.1207,1.344
49.817900171,-0.6076,1.2330,0.0953,1.378
49.818716786,-0.6525,1.2506,0.0748,1.413
49.820160276,-0.6965,1.2643,0.0543,1.444
49.822227151,-0.7395,1.2721,0.0435,1.472
49.823786838,-0.7796,1.2770,0.0210,1.496
49.824668922,-0.8099,1.2868,0.0064,1.520
49.827951214,-0.8411,1.2936,-0.0190,1.543
49.830670381,-0.8617,1.2995,-0.0444,1.560
49.831814704,-0.8792,1.3024,-0.0718,1.573
49.835460485,-0.8929,1.3024,-0.0992,1.582
49.837228454,-0.9017,1.3063,-0.1304,1.593
49.839945538,-0.9144,1.3112,-0.1539,1.606
49.84275158,-0.9310,1.3102,-0.1685,1.616
49.844759601,-0.9437,1.3093,-0.1842,1.624
49.849784654,-0.9496,1.3093,-0.1900,1.628
49.851193872,-0.9516,1.3112,-0.1979,1.632
49.852363716,-0.9506,1.3102,-0.2096,1.632
49.854880227,-0.9408,1.3122,-0.2233,1.630
49.857498508,-0.9281,1.3112,-0.2379,1.624
49.85947304,-0.9115,1.3180,-0.2555,1.623
49.862352467,-0.8900,1.3141,-0.2682,1.610
49.879944657,-0.8656,1.3180,-0.2770,1.601
49.880735282,-0.8499,1.3278,-0.2858,1.602
49.88097898,-0.8392,1.3483,-0.2819,1.613
49.881200698,-0.8333,1.3865,-0.2829,1.642
49.881417834,-0.8294,1.4334,-0.2760,1.679
49.881636792,-0.8167,1.4920,-0.2770,1.723
49.88204523,-0.7991,1.5438,-0.2760,1.760
49.882418146,-0.7630,1.6024,-0.2750,1.796
49.884922365,-0.7141,1.6552,-0.2721,1.823
49.887348199,-0.6594,1.7011,-0.2721,1.845
49.89071372,-0.6066,1.7490,-0.2614,1.870
49.892550491,-0.5578,1.8047,-0.2457,1.905
49.897295179,-0.5040,1.8477,-0.2242,1.928
49.89825169,-0.4503,1.8917,-0.2145,1.956
49.901903148,-0.3760,1.9210,-0.2086,1.969
49.90225643,-0.2929,1.9376,-0.1930,1.969
49.905765805,-0.2069,1.9483,-0.1891,1.968
49.90667768,-0.1249,1.9522,-0.1803,1.965
49.910742264,-0.0486,1.9571,-0.1920,1.967
49.912332524,0.0198,1.9649,-0.1812,1.973
49.916543254,0.0872,1.9698,-0.1832,1.980
49.92129164,0.1448,1.9796,-0.1861,1.994
49.921770025,0.1966,1.9913,-0.1891,2.010
49.926494088,0.2543,2.0011,-0.2018,2.027
49.92684039,0.3080,2.0148,-0.2213,2.050
49.927518047,0.3540,2.0412,-0.2321,2.085
49.929108151,0.3950,2.0588,-0.2516,2.111
49.93312211,0.4302,2.0871,-0.2545,2.146
49.934498204,0.4497,2.1291,-0.2633,2.192
49.937903152,0.4654,2.1682,-0.2653,2.233
49.941003517,0.4781,2.2190,-0.2653,2.285
49.942295704,0.4849,2.2786,-0.2663,2.345
49.94610758,0.4927,2.3470,-0.2535,2.412
49.953532164,0.5035,2.4154,-0.2653,2.482
49.954530133,0.5113,2.4936,-0.2565,2.558
49.954862164,0.5103,2.5600,-0.2477,2.622
49.95547232,0.4957,2.6333,-0.2242,2.689
49.957483154,0.4790,2.6969,-0.1900,2.746
49.959019508,0.4468,2.7565,-0.1402,2.796
49.961727842,0.4145,2.8073,-0.0943,2.839
49.982033104,0.3813,2.8600,-0.0513,2.886
49.982691021,0.3471,2.9030,-0.0034,2.924
49.982922531,0.3071,2.9411,0.0455,2.957
49.983104615,0.2621,2.9793,0.0943,2.992
49.983280969,0.2132,3.0164,0.1676,3.029
49.983526698,0.1566,3.0486,0.2350,3.062
49.98371274,0.0921,3.0770,0.3210,3.095
49.983897063,0.0295,3.1034,0.3973,3.129
49.984092948,-0.0330,3.1219,0.4774,3.158
49.987166594,-0.0877,3.1424,0.5399,3.190
49.990135553,-0.1493,3.1532,0.6044,3.214
49.99104373,-0.2089,3.1483,0.6611,3.224
49.994700189,-0.2656,3.1493,0.7295,3.244
49.997201543,-0.3271,3.1483,0.7940,3.263
50.003586961,-0.3887,3.1483,0.8546,3.285
50.003960033,-0.4424,3.1337,0.9083,3.293
50.00449795,-0.4864,3.1141,0.9337,3.287
50.008367221,-0.5226,3.0809,0.9435,3.264
50.010776597,-0.5538,3.0467,0.9533,3.240
50.011933836,-0.5773,3.0037,0.9445,3.201
50.015532951,-0.6115,2.9626,0.9484,3.170
50.020972431,-0.6359,2.9265,0.9406,3.139
50.021737535,-0.6555,2.8854,0.9200,3.099
50.02232915,-0.6692,2.8512,0.8771,3.057
50.024671963,-0.6770,2.8258,0.8331,3.023
50.028011963,-0.6799,2.7975,0.7764,2.982
50.031202536,-0.6779,2.7750,0.7168,2.945
50.032097172,-0.6731,2.7535,0.6474,2.908
50.034268318,-0.6672,2.7369,0.5956,2.879
50.038443214,-0.6613,2.7232,0.5282,2.852
50.041208058,-0.6467,2.7066,0.4539,2.820
50.042483579,-0.6242,2.6920,0.3621,2.787
50.044556808,-0.6017,2.6783,0.2692,2.758
50.048907017,-0.5685,2.6646,0.1657,2.730
50.049481913,-0.5402,2.6490,0.0709,2.704
50.053010872,-0.5089,2.6372,-0.0161,2.686
50.054418788,-0.4776,2.6236,-0.0904,2.668
50.058142799,-0.4366,2.6109,-0.1734,2.653
50.060585716,-0.3994,2.5982,-0.2653,2.642
50.061248685,-0.3574,2.5913,-0.3425,2.638
50.065879102,-0.3125,2.5786,-0.4314,2.633
50.066844415,-0.2705,2.5679,-0.5066,2.631
50.068980717,-0.2255,2.5610,-0.5721,2.634
50.07123379,-0.1845,2.5552,-0.6317,2.639
50.074035978,-0.1395,2.5444,-0.6767,2.637
50.075995822,-0.0965,2.5395,-0.7118,2.639
50.078415978,-0.0584,2.5249,-0.7470,2.634
50.089765511,-0.0164,2.5083,-0.7773,2.626
50.090366813,0.0217,2.4868,-0.7978,2.612
50.090759782,0.0608,2.4623,-0.8203,2.596
50.09116749,0.0960,2.4359,-0.8232,2.573
50.091403428,0.1263,2.4096,-0.8213,2.549
50.094843688,0.1575,2.3861,-0.8076,2.524
50.096723689,0.1859,2.3587,-0.7832,2.492
50.100176397,0.2054,2.3372,-0.7578,2.466
50.102389314,0.2269,2.3109,-0.7343,2.435
50.104518689,0.2474,2.2845,-0.7050,2.404
50.107487075,0.2621,2.2640,-0.6767,2.377
50.108529731,0.2826,2.2376,-0.6415,2.345
50.11244369,0.2992,2.2083,-0.6024,2.308
50.11411869,0.3100,2.1780,-0.5535,2.268
50.116230982,0.3198,2.1447,-0.5037,2.226
50.119181191,0.3256,2.1008,-0.4519,2.173
50.120695514,0.3266,2.0568,-0.3933,2.119
50.124720046,0.3295,2.0128,-0.3395,2.068
50.127056712,0.3315,1.9659,-0.2926,2.015
50.131490827,0.3354,1.9200,-0.2467,1.965
50.132047077,0.3344,1.8809,-0.1959,1.920
50.13348114,0.3354,1.8487,-0.1558,1.885
50.136505411,0.3393,1.8223,-0.1040,1.857
50.140175828,0.3393,1.8115,-0.0562,1.844
50.141417495,0.3373,1.8154,-0.0083,1.847
50.144429787,0.3403,1.8272,0.0416,1.859
50.14731411,0.3403,1.8487,0.0855,1.882
50.149105725,0.3461,1.8741,0.1373,1.911
50.15140635,0.3481,1.8956,0.1793,1.936
50.155199424,0.3452,1.9161,0.2253,1.960
50.156229684,0.3432,1.9298,0.2556,1.977
50.15887932,0.3373,1.9327,0.2956,1.984
50.161837445,0.3305,1.9249,0.3318,1.981
50.164374893,0.3149,1.9053,0.3611,1.965
50.16808656,0.3031,1.8858,0.3875,1.949
50.170879998,0.2846,1.8487,0.4168,1.916
50.171905363,0.2680,1.8037,0.4383,1.875
50.174102186,0.2445,1.7529,0.4481,1.826
50.176022759,0.2259,1.6913,0.4539,1.766
50.179234374,0.2045,1.6268,0.4471,1.699
50.181780572,0.1810,1.5565,0.4363,1.627
50.184776249,0.1634,1.4861,0.4217,1.553
50.185675989,0.1409,1.4187,0.4090,1.483
50.189489739,0.1204,1.3454,0.3894,1.406
50.191708542,0.0970,1.2770,0.3758,1.335
50.19288349,0.0833,1.2213,0.3582,1.275
50.205104949,0.0637,1.1617,0.3494,1.215
50.206314689,0.0491,1.1148,0.3396,1.166
50.206920262,0.0364,1.0659,0.3201,1.114
50.207391616,0.0159,1.0220,0.3074,1.067
50.210469898,0.0041,0.9868,0.2819,1.026
50.211341148,-0.0115,0.9555,0.2712,0.993
50.212852971,-0.0164,0.9291,0.2585,0.965
50.23272589,-0.0340,0.9057,0.2429,0.938
50.233438025,-0.0438,0.8842,0.2282,0.914
50.2337124,-0.0545,0.8676,0.2126,0.895
50.233917036,-0.0653,0.8558,0.2057,0.883
50.234126619,-0.0750,0.8461,0.1891,0.870
50.2343349,-0.0809,0.8412,0.1774,0.863
50.234548129,-0.0887,0.8324,0.1676,0.854
50.23476464,-0.0985,0.8275,0.1549,0.848
50.234988286,-0.1102,0.8187,0.1412,0.838
50.235807713,-0.1190,0.8070,0.1295,0.826
50.238699171,-0.1307,0.8011,0.1090,0.819
50.240224328,-0.1376,0.7865,0.0904,0.804
50.243698078,-0.1473,0.7718,0.0709,0.789
50.245738287,-0.1493,0.7542,0.0504,0.770
50.248808339,-0.1532,0.7376,0.0347,0.754
50.252381621,-0.1610,0.7141,0.0162,0.732
50.253479225,-0.1630,0.6927,-0.0034,0.712
50.256217298,-0.1698,0.6721,-0.0259,0.694
50.257852142,-0.1698,0.6516,-0.0376,0.674
50.261604799,-0.1688,0.6282,-0.0522,0.653
50.264142768,-0.1659,0.5988,-0.0640,0.625
50.265935945,-0.1659,0.5744,-0.0816,0.603
50.269150529,-0.1669,0.5461,-0.0913,0.578
50.271622768,-0.1571,0.5177,-0.1079,0.552
50.273301727,-0.1600,0.4943,-0.1177,0.533
50.275673706,-0.1532,0.4689,-0.1285,0.510
50.278994175,-0.1454,0.4444,-0.1314,0.486
50.283347613,-0.1434,0.4229,-0.1412,0.468
50.284069645,-0.1434,0.4034,-0.1490,0.453
50.28597152,-0.1385,0.3848,-0.1597,0.439
50.288894489,-0.1356,0.3672,-0.1636,0.424
50.290807197,-0.1307,0.3526,-0.1754,0.415
50.294355687,-0.1278,0.3409,-0.1832,0.408
50.295274802,-0.1258,0.3291,-0.1871,0.399
50.309710064,-0.1219,0.3233,-0.1930,0.396
50.310330585,-0.1190,0.3145,-0.1988,0.391
50.310554439,-0.1141,0.3086,-0.1979,0.384
50.310737616,-0.1141,0.3057,-0.2037,0.385
50.310924127,-0.1112,0.3018,-0.2106,0.384
50.311112252,-0.1082,0.3018,-0.2174,0.387
50.313152512,-0.1034,0.2979,-0.2193,0.384
50.3163797,-0.1014,0.2979,-0.2213,0.385
50.318225742,-0.1034,0.2979,-0.2233,0.386
50.320086784,-0.0985,0.2959,-0.2321,0.389
50.323363711,-0.0985,0.2949,-0.2369,0.391
50.325237982,-0.0946,0.2920,-0.2379,0.388
50.327436472,-0.0955,0.2861,-0.2438,0.388
50.331900431,-0.0916,0.2881,-0.2477,0.391
50.333906004,-0.0907,0.2832,-0.2506,0.389
50.335748504,-0.0858,0.2773,-0.2477,0.382
50.33799866,-0.0868,0.2734,-0.2545,0.384
50.3403909,-0.0809,0.2676,-0.2526,0.377
50.342781161,-0.0809,0.2666,-0.2506,0.375
50.345520797,-0.0789,0.2568,-0.2526,0.369
50.34871262,-0.0731,0.2588,-0.2565,0.372
50.352028349,-0.0711,0.2558,-0.2575,0.370
50.353429912,-0.0672,0.2519,-0.2545,0.364
50.35510835,-0.0662,0.2510,-0.2604,0.368
50.3579921,-0.0623,0.2480,-0.2565,0.362
50.360411892,-0.0594,0.2451,-0.2594,0.362
50.362669653,-0.0535,0.2441,-0.2575,0.359
50.366180122,-0.0506,0.2431,-0.2545,0.356
50.370142362,-0.0516,0.2422,-0.2565,0.356
50.371379289,-0.0477,0.2373,-0.2623,0.357
50.373805539,-0.0477,0.2353,-0.2575,0.352
50.3755908,-0.0408,0.2334,-0.2653,0.356
50.377953977,-0.0418,0.2285,-0.2575,0.347
50.380034238,-0.0438,0.2304,-0.2526,0.345
50.38363778,-0.0379,0.2226,-0.2526,0.339
50.385625228,-0.0369,0.2226,-0.2555,0.341
50.388409343,-0.0369,0.2138,-0.2526,0.333
50.389899603,-0.0340,0.2119,-0.2526,0.331
50.392798666,-0.0320,0.2080,-0.2516,0.328
50.395036166,-0.0281,0.2021,-0.2506,0.323
50.399382573,-0.0271,0.1972,-0.2477,0.318
50.401547261,-0.0252,0.1914,-0.2438,0.311
50.402982104,-0.0281,0.1904,-0.2457,0.312
50.405378251,-0.0193,0.1835,-0.2321,0.296
50.407919345,-0.0203,0.1816,-0.2379,0.300
50.410571584,-0.0174,0.1777,-0.2311,0.292
50.413219553,-0.0154,0.1757,-0.2262,0.287
50.421593877,-0.0125,0.1728,-0.2281,0.286
50.422310231,-0.0125,0.1689,-0.2262,0.283
50.422524242,-0.0096,0.1679,-0.2242,0.280
50.422707731,-0.0056,0.1611,-0.2252,0.277
50.425110805,-0.0017,0.1591,-0.2223,0.273
50.427910388,-0.0017,0.1581,-0.2193,0.270
50.429631586,0.0012,0.1552,-0.2233,0.272
50.433772316,0.0012,0.1513,-0.2184,0.266
50.434851118,0.0051,0.1474,-0.2135,0.259
50.437383722,0.0051,0.1445,-0.2086,0.254
50.441510129,0.0080,0.1425,-0.2096,0.254
50.444279192,0.0110,0.1376,-0.2096,0.251
50.4449494,0.0071,0.1347,-0.2057,0.246
50.449249349,0.0080,0.1308,-0.1988,0.238
50.450947682,0.0119,0.1259,-0.2008,0.237
50.452745755,0.0139,0.1230,-0.2018,0.237
50.456257162,0.0110,0.1181,-0.1939,0.227
50.457123724,0.0110,0.1142,-0.1920,0.224
50.459944089,0.0139,0.1112,-0.1900,0.221
50.462505496,0.0159,0.1073,-0.1851,0.215
50.464691694,0.0159,0.1015,-0.1861,0.213
50.468410028,0.0119,0.0995,-0.1812,0.207
50.46969159,0.0129,0.0985,-0.1851,0.210
50.472182268,0.0129,0.0946,-0.1842,0.207
50.475646278,0.0188,0.0878,-0.1861,0.207
50.477191956,0.0178,0.0907,-0.1822,0.204
50.479435081,0.0178,0.0897,-0.1822,0.204
50.48289279,0.0159,0.0858,-0.1832,0.203
50.48713555,0.0188,0.0819,-0.1803,0.199
50.488911905,0.0178,0.0800,-0.1861,0.203
